generation;mean_p;mean_t;meanfrs;meanmrs;varp;vart;covpt;varfrs;varmrs;surviving_males;surviving_females;N;
0;-7.82434e-05;-0.000573227;9.89315;9.99191;1.36584e-05;3.33967e-05;1.67931e-07;1.05704;98.989;2500;2500;5000;
10;-5.34461e-05;-0.00483344;10;9.8717;0.000106316;0.000247388;-4.70536e-06;0;105.621;2461;2539;5000;
20;0.000593965;-0.00952327;10;10.3308;0.000207758;0.000468227;-8.0333e-06;0;103.481;2439;2561;5000;
30;0.000709875;-0.0145431;10;10.1733;0.000270787;0.000731622;7.79063e-07;0;104.323;2473;2524;5000;
40;0.000574666;-0.0183703;10;9.91643;0.000429563;0.000837956;1.15688e-06;0;101.028;2508;2492;5000;
50;0.00174223;-0.0247144;10;10.2015;0.000504703;0.00121304;1.10657e-06;0;101.773;2468;2531;5000;
60;0.00188262;-0.029145;9.78465;10.0123;0.000703071;0.00131578;3.2314e-05;2.10711;103.148;2500;2499;5000;
70;0.00153087;-0.0323922;10;9.63714;0.000855853;0.00161536;-2.28408e-05;0;97.9175;2522;2470;5000;
80;0.0013841;-0.0371589;9.75446;9.68081;0.00109793;0.00175789;3.92124e-05;2.39515;98.6052;2531;2463;5000;
90;0.00144916;-0.0405594;10;10.0875;0.00132011;0.00187444;1.85354e-05;0;104.171;2458;2535;5000;
100;0.00388912;-0.0473634;9.95937;9.64947;0.00152332;0.00232433;-1.96016e-05;0.404688;96.7263;2541;2451;5000;
110;0.00510142;-0.0506938;10;9.91311;0.00167509;0.00236572;3.59539e-05;0;99.9135;2488;2510;5000;
120;0.00651399;-0.0601929;9.80762;9.68862;0.00182566;0.00293599;1.9436e-05;1.88684;100.502;2541;2447;5000;
130;0.00303613;-0.0694124;9.90837;9.9759;0.00192551;0.00308506;4.46322e-05;0.907938;95.903;2492;2487;5000;
140;0.00217998;-0.0741623;10;9.95242;0.00177332;0.00337112;-6.29361e-05;0;100.156;2472;2510;5000;
150;0.00506104;-0.0723202;9.85843;10.114;0.00173327;0.00340815;0.000111038;1.39561;101.412;2474;2507;5000;
160;0.0040467;-0.0726495;10;10.02;0.00188364;0.00360127;-3.84314e-06;0;106.105;2477;2511;5000;
170;0.00498564;-0.0754581;10;9.91325;0.00193734;0.00344791;-6.53219e-05;0;104.645;2477;2514;5000;
180;0.00316687;-0.0747329;9.66981;9.80049;0.00188428;0.00373785;4.52587e-05;3.19286;100.245;2522;2460;5000;
190;0.004068;-0.0752466;10;10.1281;0.00215168;0.00396851;4.00779e-05;0;103.747;2456;2530;5000;
200;0.00122419;-0.0728003;9.84621;10.0568;0.00186381;0.00360286;-1.86377e-05;1.5142;100.565;2488;2497;5000;
210;-0.00165693;-0.0773581;9.68229;10.0372;0.0024083;0.00377011;7.75597e-05;3.07613;102.314;2485;2499;5000;
220;-0.00502326;-0.0826703;9.81702;9.8029;0.00224141;0.00397195;-3.20247e-05;1.79627;100.404;2515;2468;5000;
230;-0.00522204;-0.0779352;9.95516;9.58775;0.00229724;0.00364514;2.85362e-05;0.44642;101.322;2538;2442;5000;
240;-0.00625991;-0.0796434;9.74151;10.2533;0.0023422;0.00329782;-1.75625e-05;2.51806;99.6451;2461;2525;5000;
250;-0.00397805;-0.0803285;10;9.95255;0.00242974;0.00360106;-0.000118126;0;105.178;2469;2517;5000;
260;-0.00227797;-0.0838114;10;9.93232;0.00251011;0.00333434;-1.32612e-05;0;104.972;2492;2495;5000;
270;0.00257084;-0.0832846;10;9.83721;0.00262872;0.00316169;-3.69916e-05;0;100.981;2446;2538;5000;
280;0.00539857;-0.0864786;9.992;9.992;0.0026985;0.00323293;-1.98264e-05;0.079936;101.92;2490;2498;5000;
290;0.00286334;-0.0886067;9.92409;9.91189;0.00288598;0.00335191;-6.38376e-05;0.753327;101.074;2502;2484;5000;
300;0.00166594;-0.0913456;10;10.0554;0.0030778;0.00345033;0.000120889;0;103.718;2447;2540;5000;
310;-0.000906671;-0.0934326;10;9.996;0.00314794;0.00352885;-1.43731e-05;0;99.2808;2481;2502;5000;
320;-0.00092847;-0.0980685;10;9.75207;0.0034456;0.00346485;4.19033e-05;0;102.929;2509;2478;5000;
330;0.0019401;-0.100514;10;9.88528;0.00301946;0.00376843;-3.34897e-06;0;102.874;2483;2499;5000;
340;-0.00319677;-0.109585;9.85949;9.74492;0.00340089;0.00442747;3.49433e-05;1.38532;101.968;2523;2456;5000;
350;-0.00356068;-0.113563;9.9918;9.52344;0.00316603;0.00490492;2.93906e-05;0.0819;91.3354;2540;2438;5000;
360;-0.00183083;-0.116127;10;10.2021;0.00304827;0.00501342;-2.68812e-05;0;106.776;2405;2574;5000;
370;-0.00281912;-0.113573;10;10.2755;0.00319895;0.00458892;7.33107e-06;0;104.867;2438;2536;5000;
380;-0.00148172;-0.11409;10;9.62963;0.00339061;0.00417888;7.50482e-05;0;102.748;2506;2470;5000;
390;-0.00178011;-0.122292;9.87421;10.1995;0.00338516;0.00444373;-1.44504e-05;1.24204;102.933;2464;2512;5000;
400;0.00193398;-0.123553;9.98392;9.88854;0.0037785;0.00499133;6.57714e-05;0.160513;98.9525;2485;2484;5000;
410;-0.00257853;-0.119596;10;10.0918;0.00360303;0.0048722;-0.000252766;0;101.707;2441;2529;5000;
420;0.000641313;-0.122458;10;9.83922;0.00369587;0.0049719;-0.000112956;0;109.504;2457;2509;5000;
430;0.0031541;-0.127366;10;10.1243;0.00350836;0.0052723;7.7617e-05;0;101.589;2445;2524;5000;
440;0.00228894;-0.130349;9.84462;9.8755;0.00368649;0.00560443;-9.42825e-05;1.52964;98.9002;2502;2471;5000;
450;0.00800404;-0.127153;9.85016;10.0974;0.00341287;0.00505094;-2.94497e-05;1.47597;100.478;2476;2498;5000;
460;0.00327338;-0.129201;10;9.88676;0.00373961;0.00520935;2.93127e-05;0;101.705;2437;2532;5000;
470;0.0048154;-0.126983;10;9.90476;0.00353509;0.00513406;-2.23296e-05;0;104.832;2488;2496;5000;
480;-0.000314346;-0.13055;9.75648;9.97963;0.00371891;0.00558101;-9.24635e-05;2.37589;103.952;2484;2484;5000;
490;-0.00127459;-0.133581;9.844;9.78;0.00373485;0.0055031;-6.31714e-05;1.53566;94.0716;2515;2461;5000;
500;-0.00528594;-0.141297;10;10.092;0.00412359;0.00610098;5.82169e-05;0;97.4326;2435;2524;5000;
510;-0.00160785;-0.135756;10;10.0763;0.00420824;0.00537454;7.16106e-05;0;109.227;2453;2510;5000;
520;-0.00851133;-0.132126;10;9.8549;0.00466914;0.0047948;4.50483e-05;0;102.842;2454;2513;5000;
530;-0.007776;-0.133882;10;9.50175;0.00503503;0.00550255;-0.000191506;0;96.6766;2529;2441;5000;
540;-0.0106266;-0.133886;9.87529;10.4067;0.00490425;0.00500779;6.43625e-05;1.23153;110.64;2435;2534;5000;
550;-0.0156892;-0.130385;9.90711;9.7187;0.00479923;0.00484926;-7.5706e-06;0.920289;97.9003;2506;2453;5000;
560;-0.00795156;-0.129366;9.81825;10.0446;0.00442028;0.00497081;-5.0985e-05;1.78443;103.319;2476;2485;5000;
570;-0.0144061;-0.130231;9.60141;9.76649;0.00467865;0.00471352;2.30306e-05;3.82706;101.338;2501;2457;5000;
580;-0.0176506;-0.130563;10;9.96443;0.00464011;0.00517851;-2.90774e-05;0;99.1687;2446;2521;5000;
590;-0.0180632;-0.131413;9.88053;9.96786;0.00471211;0.00491909;-4.18375e-06;1.18047;98.9945;2484;2481;5000;
600;-0.0213145;-0.129746;10;9.93643;0.00534797;0.00457783;-2.71569e-05;0;103.294;2477;2501;5000;
610;-0.0260288;-0.12849;10;10.2239;0.00623028;0.00468585;-3.87462e-05;0;101.989;2408;2557;5000;
620;-0.0302827;-0.124081;9.86551;10.089;0.00661343;0.00471437;-0.000222911;1.32685;103.067;2471;2494;5000;
630;-0.0287179;-0.12909;10;9.92832;0.00653698;0.00482389;2.0322e-05;0;99.955;2474;2493;5000;
640;-0.0177757;-0.131012;10;10.0555;0.0060052;0.00472446;-1.29915e-06;0;104.396;2429;2537;5000;
650;-0.0164319;-0.127225;9.91315;10.1784;0.00594499;0.00500756;7.55804e-05;0.860992;105.44;2446;2511;5000;
660;-0.0169836;-0.129405;10;10;0.00596055;0.00482381;-8.63405e-06;0;103.118;2463;2502;5000;
670;-0.0182831;-0.133729;10;9.8414;0.0056182;0.00497435;-0.000141058;0;100.371;2484;2482;5000;
680;-0.0171268;-0.134968;10;10.1045;0.00625112;0.00520064;-7.17793e-05;0;102.924;2437;2513;5000;
690;-0.00798489;-0.132909;10;10.1126;0.00628051;0.00489289;0.00019083;0;101.314;2453;2515;5000;
700;-0.013493;-0.146944;10;10.1504;0.00656893;0.00519697;2.98379e-06;0;110.622;2393;2565;5000;
710;-0.0158612;-0.152792;9.90396;9.89604;0.00689973;0.00580624;2.69133e-06;0.951161;98.6697;2483;2475;5000;
720;-0.0225776;-0.154754;9.91647;10.0282;0.0072059;0.00592825;5.22102e-05;0.828345;102.694;2464;2493;5000;
730;-0.0277693;-0.156732;10;10.0319;0.00730514;0.00565207;-8.17768e-05;0;101.074;2444;2519;5000;
740;-0.0332766;-0.148597;9.84842;9.84356;0.00672917;0.00580107;3.24913e-05;1.49278;96.3654;2505;2469;5000;
750;-0.0418865;-0.152264;9.95157;9.77795;0.00690806;0.00564973;0.000136145;0.481916;99.0784;2506;2466;5000;
760;-0.0344269;-0.148363;10;9.56708;0.00696304;0.00573193;-2.68041e-05;0;96.8875;2499;2453;5000;
770;-0.0348043;-0.144978;9.68812;9.78516;0.00620074;0.00504072;0.000133527;3.02156;96.9543;2506;2454;5000;
780;-0.0354552;-0.141512;10;9.85737;0.00618892;0.004862;-9.10034e-05;0;99.425;2478;2488;5000;
790;-0.0399929;-0.144025;9.57993;9.84356;0.00617389;0.0051849;5.90006e-05;4.02424;96.5585;2502;2463;5000;
800;-0.0375382;-0.148631;10;9.77621;0.0057725;0.00568101;9.11214e-05;0;100.028;2467;2490;5000;
810;-0.0362322;-0.146071;9.65732;10.0247;0.00578267;0.00528539;-0.000188178;3.30936;101.068;2480;2480;5000;
820;-0.0344888;-0.153325;9.95527;9.634;0.00595094;0.00546626;-0.000155106;0.445335;106.556;2511;2448;5000;
830;-0.0257911;-0.161745;9.92129;10.2521;0.0057033;0.00603229;2.69633e-05;0.780897;107.46;2436;2521;5000;
840;-0.0285404;-0.159163;10;9.86242;0.00627481;0.00613392;-0.000205605;0;102.222;2436;2509;5000;
850;-0.037783;-0.166689;10;9.94475;0.00680489;0.00587662;-0.000164748;0;107.89;2430;2520;5000;
860;-0.0371638;-0.166424;10;10.0555;0.00652836;0.00591503;2.4068e-05;0;106.775;2420;2537;5000;
870;-0.0372022;-0.161106;10;9.81925;0.00626167;0.00583341;-8.85223e-05;0;101.5;2446;2499;5000;
880;-0.0370816;-0.163372;9.92082;10.1293;0.0061325;0.00570111;-0.000175639;0.785497;97.4772;2435;2506;5000;
890;-0.0309172;-0.161555;10;9.71049;0.00555766;0.00459927;-0.000129452;0;101.794;2473;2482;5000;
900;-0.0349601;-0.155695;9.95652;10.1984;0.00530371;0.00461117;7.38808e-07;0.432892;100.163;2440;2519;5000;
910;-0.0301984;-0.161714;10;10.2465;0.00540202;0.00441092;-0.000107835;0;103.818;2404;2536;5000;
920;-0.0419254;-0.168705;9.71406;9.76229;0.00603381;0.00457451;4.47679e-05;2.77765;103.288;2506;2446;5000;
930;-0.0437181;-0.178399;10;10.0079;0.00638767;0.00447576;8.31998e-06;0;102.81;2423;2529;5000;
940;-0.0532932;-0.17421;10;9.96427;0.00677834;0.00451878;4.55456e-05;0;101.666;2433;2510;5000;
950;-0.0451135;-0.176163;9.9401;9.97196;0.00716486;0.0046958;-7.29337e-08;0.595453;104.607;2448;2489;5000;
960;-0.0537889;-0.171911;10;9.86941;0.00666514;0.00442419;-0.000162056;0;104.098;2454;2494;5000;
970;-0.0521617;-0.163364;10;9.87297;0.00664823;0.00384466;-1.06077e-05;0;100.738;2452;2487;5000;
980;-0.0451898;-0.161068;9.92537;10.2975;0.00672357;0.00388727;-0.000121399;0.740699;99.6263;2426;2527;5000;
990;-0.0390012;-0.158671;9.86884;9.99597;0.00625706;0.00391236;-5.50058e-05;1.2944;99.2351;2478;2483;5000;
1000;-0.0310666;-0.156649;9.95173;9.84089;0.00564538;0.00418525;6.54797e-07;0.480373;100.452;2490;2474;5000;
1010;-0.0254792;-0.157551;9.76341;9.9513;0.00613698;0.0038522;-0.000169197;2.30995;99.9976;2488;2476;5000;
1020;-0.0303788;-0.162263;9.64711;9.67716;0.00627316;0.00411768;-9.31581e-05;3.40441;95.5374;2514;2433;5000;
1030;-0.0270418;-0.162287;10;9.86889;0.00558688;0.00431793;8.76558e-05;0;96.6455;2473;2484;5000;
1040;-0.0258676;-0.169389;10;10.1199;0.00584023;0.00465761;-4.95838e-05;0;103.861;2416;2533;5000;
1050;-0.02344;-0.174118;9.85855;10.22;0.00524867;0.00368346;-0.000147143;1.39453;104.962;2443;2509;5000;
1060;-0.0229152;-0.185484;10;9.80261;0.00563013;0.0041163;-6.39754e-05;0;95.8158;2458;2483;5000;
1070;-0.0241724;-0.18272;9.82276;10.1341;0.00590543;0.00442181;-2.12352e-05;1.74094;102.989;2440;2494;5000;
1080;-0.0206234;-0.186558;9.91315;10.1784;0.00574354;0.00382439;4.15767e-05;0.860992;106.819;2443;2511;5000;
1090;-0.0175535;-0.185061;10;9.85754;0.00601743;0.00414039;-1.65822e-05;0;104.847;2463;2491;5000;
1100;-0.0183806;-0.19048;9.96375;9.82916;0.00584383;0.00422412;8.43446e-05;0.361151;93.4551;2464;2474;5000;
1110;-0.0164648;-0.190543;9.65517;9.79007;0.00548814;0.00418962;7.23402e-05;3.32937;95.3132;2497;2436;5000;
1120;-0.0119277;-0.188844;10;10.0638;0.00613203;0.00436715;-0.000114497;0;105.104;2420;2522;5000;
1130;-0.0112061;-0.190344;9.65735;9.86591;0.00653397;0.00459809;0.000228807;3.30913;92.3428;2485;2452;5000;
1140;-0.0116489;-0.189842;9.82893;10.4119;0.0065435;0.00481275;0.000106921;1.68146;104.031;2424;2528;5000;
1150;-0.011974;-0.192059;9.68342;9.79782;0.00722492;0.00461533;-0.000176941;3.06559;97.5734;2491;2447;5000;
1160;-0.0060871;-0.192919;9.57564;9.73116;0.00671917;0.00497664;-8.06598e-05;4.06353;92.3921;2497;2437;5000;
1170;-0.000391813;-0.191493;10;9.86993;0.0064281;0.00495728;5.85407e-05;0;100.456;2442;2504;5000;
1180;-0.000550257;-0.192176;9.95223;10.0482;0.00647567;0.00450619;-8.70116e-05;0.475425;108.84;2452;2500;5000;
1190;0.0084015;-0.192199;10;10.004;0.00664272;0.00449493;-0.000115739;0;98.4842;2433;2508;5000;
1200;0.0128036;-0.190861;9.88928;10.1214;0.0062867;0.0046141;-0.000159856;1.0949;109.172;2447;2501;5000;
1210;0.00814638;-0.196877;10;9.65275;0.00589473;0.00458602;1.90913e-05;0;98.3187;2464;2474;5000;
1220;0.0105951;-0.194894;10;9.85609;0.00618184;0.00424503;-6.05599e-05;0;108.847;2405;2534;5000;
1230;0.0149822;-0.196878;10;9.99212;0.00582669;0.00399374;2.34443e-05;0;105.081;2409;2537;5000;
1240;0.0173153;-0.198447;9.84258;10.1708;0.00594795;0.00422021;0.000186071;1.5494;99.4422;2433;2501;5000;
1250;0.0215092;-0.193943;9.8267;10.1382;0.00629009;0.00443587;0.000124292;1.70293;100.103;2442;2495;5000;
1260;0.029022;-0.191726;9.73338;10.3814;0.00586198;0.00448879;-4.19128e-05;2.59507;105.908;2424;2519;5000;
1270;0.0311458;-0.188141;10;10.0678;0.0058102;0.0046014;-4.49187e-05;0;109.453;2421;2523;5000;
1280;0.0367481;-0.190003;9.81996;10.2618;0.00580079;0.00442609;-0.000127274;1.76798;105.617;2434;2509;5000;
1290;0.031779;-0.186053;9.75904;9.68127;0.00613405;0.00469529;0.000154887;2.35157;93.0458;2503;2430;5000;
1300;0.03206;-0.191323;10;9.95686;0.00616197;0.00526193;-6.11666e-05;0;107.724;2407;2539;5000;
1310;0.0358398;-0.189396;9.80323;10.1301;0.00697041;0.00491533;6.54059e-06;1.92901;103.928;2448;2491;5000;
1320;0.030771;-0.191153;10;10.1358;0.00661519;0.00591228;-5.12814e-05;0;104.534;2400;2538;5000;
1330;0.0328914;-0.186886;10;10.221;0.0064032;0.00550521;0.000120423;0;102.844;2374;2544;5000;
1340;0.0349341;-0.183248;9.52571;9.36572;0.00603097;0.00536068;7.29078e-05;4.51797;93.0541;2549;2390;5000;
1350;0.0272357;-0.18982;10;10.0517;0.00587399;0.0049701;-3.66154e-05;0;106.64;2412;2527;5000;
1360;0.0285787;-0.18386;9.95623;10.0603;0.00566114;0.00491107;2.26161e-05;0.435808;102.087;2438;2502;5000;
1370;0.0335387;-0.186033;10;10.004;0.0050036;0.00502251;-7.62145e-05;0;102.734;2431;2525;5000;
1380;0.0369928;-0.1844;9.84664;10.1913;0.00549765;0.00498856;-1.45574e-05;1.5101;102.894;2434;2504;5000;
1390;0.0319705;-0.184518;9.87112;9.73778;0.00537177;0.00527455;0.000249287;1.27215;101.719;2484;2451;5000;
1400;0.0305382;-0.183967;9.90346;9.79316;0.00571454;0.00530163;-0.000105958;0.956086;100.832;2484;2462;5000;
1410;0.0343867;-0.187435;10;10.2531;0.00559658;0.00508665;8.8769e-06;0;108.293;2387;2552;5000;
1420;0.0292927;-0.182309;9.93925;9.69577;0.00525187;0.00547854;-3.66366e-05;0.603842;100.698;2491;2454;5000;
1430;0.0248295;-0.183421;9.73851;9.86268;0.0052903;0.00571096;1.9563e-05;2.54652;100.223;2494;2458;5000;
1440;0.0262186;-0.187889;9.85938;10.3443;0.00476463;0.00583138;0.00022643;1.38647;108.652;2422;2524;5000;
1450;0.0297404;-0.194159;9.77156;10.0813;0.00471784;0.00645047;-3.88687e-05;2.23218;102.553;2461;2481;5000;
1460;0.0259812;-0.196759;10;9.83807;0.0041628;0.0066224;-0.000115927;0;103.805;2449;2491;5000;
1470;0.0201703;-0.197182;9.98381;9.75484;0.00387236;0.00639617;0.000209439;0.161616;99.1886;2465;2467;5000;
1480;0.0193577;-0.197588;10;10.024;0.00443767;0.00667901;-0.000221054;0;108.27;2431;2509;5000;
1490;0.0189611;-0.192225;9.82408;10.2907;0.00454094;0.00647394;-4.01467e-05;1.72824;101.349;2415;2513;5000;
1500;0.0179869;-0.198041;10;10.0554;0.00504905;0.00673271;-9.81131e-05;0;103.557;2398;2542;5000;
1510;0.0161255;-0.202428;10;9.79043;0.00527692;0.00739027;5.07271e-05;0;100.51;2461;2476;5000;
1520;0.0192198;-0.203642;9.7493;9.84318;0.00519819;0.00687129;-4.26563e-05;2.44412;97.4824;2488;2450;5000;
1530;0.0257585;-0.202499;9.91919;9.72277;0.00563934;0.00718688;0.000135612;0.801551;100.438;2477;2455;5000;
1540;0.0271891;-0.208039;10;10.0635;0.00558125;0.00720005;0.00011999;0;106.509;2396;2534;5000;
1550;0.0287589;-0.202114;9.9486;10.1821;0.00594769;0.00715723;-4.33948e-05;0.511395;98.1052;2423;2516;5000;
1560;0.0315368;-0.196145;9.7025;9.84671;0.00608345;0.00739603;1.07295e-05;2.8865;104.696;2486;2446;5000;
1570;0.0273482;-0.189246;10;9.96411;0.00608312;0.00725782;-6.59422e-06;0;94.4564;2444;2499;5000;
1580;0.0281283;-0.192458;9.37107;9.33632;0.00619604;0.00714173;5.95929e-05;5.89375;96.18;2550;2384;5000;
1590;0.0236969;-0.187403;9.80301;10.5268;0.00634703;0.00639941;-8.68864e-05;1.93107;104.866;2392;2538;5000;
1600;0.024285;-0.190775;10;9.77541;0.00647959;0.00648396;0.000289283;0;101.723;2450;2481;5000;
1610;0.0223377;-0.18283;9.90804;9.91597;0.00679249;0.00624139;-0.000118615;0.911175;99.0326;2458;2478;5000;
1620;0.020091;-0.179249;10;10.0758;0.00594678;0.00602432;9.2313e-05;0;107.696;2420;2525;5000;
1630;0.016298;-0.176769;9.91643;10.0201;0.00629885;0.00638499;-1.53799e-05;0.828671;97.1045;2460;2492;5000;
1640;0.0188267;-0.183351;9.76744;10.0325;0.00608646;0.00626445;9.4253e-05;2.2715;101.258;2471;2478;5000;
1650;0.0167955;-0.173372;10;9.71418;0.00570535;0.00632332;-0.000104674;0;105.982;2430;2515;5000;
1660;0.0207495;-0.173877;10;9.91683;0.00614174;0.0066246;-8.72593e-05;0;96.0327;2440;2504;5000;
1670;0.0226122;-0.178792;10;9.90476;0.00607811;0.00668869;0.000215064;0;103.086;2446;2496;5000;
1680;0.0226663;-0.183649;10;10.1356;0.00663812;0.00614807;-5.09003e-05;0;108.993;2409;2542;5000;
1690;0.0211379;-0.181921;9.71158;9.90684;0.00598465;0.00623335;-8.50534e-05;2.80105;101.044;2481;2458;5000;
1700;0.0178392;-0.18523;9.77444;9.98787;0.00568771;0.0062733;-4.06444e-05;2.20476;98.9485;2471;2470;5000;
1710;0.0190548;-0.178798;10;10.0954;0.00603252;0.00615792;-5.96526e-05;0;98.9977;2402;2541;5000;
1720;0.0228492;-0.172727;9.66641;10.1239;0.00577924;0.00609188;-2.19699e-05;3.22464;106.095;2458;2492;5000;
1730;0.0268048;-0.175454;10;10.0079;0.00583821;0.00622825;-0.000311241;0;112.11;2401;2537;5000;
1740;0.0235167;-0.174345;10;10.1794;0.00583523;0.00587415;-4.69103e-05;0;106.786;2395;2553;5000;
1750;0.0145481;-0.178063;9.80494;9.89952;0.00575805;0.0058952;-3.28631e-06;1.91259;99.7889;2486;2463;5000;
1760;0.0129938;-0.185551;10;10.0119;0.00608025;0.00716578;-4.39251e-05;0;99.8011;2426;2519;5000;
1770;0.00940329;-0.191897;10;9.50291;0.00617165;0.00742692;4.13495e-05;0;100.879;2485;2447;5000;
1780;0.00462929;-0.196591;9.95579;9.86067;0.00634573;0.00829705;-0.000272367;0.440167;100.498;2449;2477;5000;
1790;0.00373395;-0.197143;9.83333;9.52362;0.00658699;0.00750098;-0.000114656;1.63889;94.9305;2514;2419;5000;
1800;0.00119124;-0.20099;10;10.2548;0.00675737;0.00747212;3.32605e-05;0;111.823;2392;2536;5000;
1810;-0.00293245;-0.19759;9.88557;9.47513;0.00620035;0.00723273;-0.000258612;1.13117;94.2799;2504;2419;5000;
1820;-0.00036191;-0.200878;9.85617;9.87986;0.00595298;0.00694858;3.35305e-05;1.41759;98.1033;2468;2467;5000;
1830;0.00078286;-0.205101;10;10.0471;0.00608822;0.00693592;7.4576e-05;0;105.645;2368;2562;5000;
1840;-0.0066434;-0.196082;9.67602;9.86229;0.00586898;0.00662496;1.03438e-05;3.13486;102.128;2484;2449;5000;
1850;-0.00100867;-0.197009;9.94398;9.93603;0.00619542;0.00670387;-4.54382e-05;0.557086;102.915;2459;2485;5000;
1860;-0.00358051;-0.199451;10;9.52381;0.00669242;0.00726176;4.65729e-05;0;104.04;2443;2500;5000;
1870;-0.0111731;-0.196976;10;10.052;0.00631677;0.0064743;-2.03399e-05;0;100.517;2439;2515;5000;
1880;-0.0141602;-0.197328;9.81452;10.0852;0.00611909;0.00650108;-2.92163e-06;1.82037;101.493;2442;2487;5000;
1890;-0.0165345;-0.186872;9.69308;10.2721;0.00560254;0.00611361;-4.13135e-05;2.97496;105.037;2435;2495;5000;
1900;-0.0143871;-0.184017;9.86519;10.0404;0.00547085;0.00607542;-3.96047e-05;1.32996;102.097;2460;2488;5000;
1910;-0.0124265;-0.182488;9.73245;10.3676;0.00545192;0.00564622;0.000126935;2.60387;103.913;2422;2510;5000;
1920;-0.00948656;-0.185082;10;10.0519;0.00567074;0.00587036;0.000109101;0;104.871;2431;2516;5000;
1930;-0.00456252;-0.188692;9.99603;10.1735;0.00564277;0.0058962;4.17318e-05;0.0396353;101.14;2417;2521;5000;
1940;-0.0125397;-0.190097;10;10.0119;0.00477276;0.0060543;8.33848e-05;0;105.533;2433;2515;5000;
1950;-0.0154741;-0.186581;10;9.76237;0.00475597;0.00551043;-3.59784e-05;0;102.203;2439;2506;5000;
1960;-0.011725;-0.184987;10;9.90099;0.0044913;0.00565836;-0.00011084;0;101.02;2448;2500;5000;
1970;-0.0164218;-0.182241;9.82249;10.1014;0.0050241;0.00547659;-0.000109716;1.74364;103.235;2451;2490;5000;
1980;-0.0113755;-0.185193;9.88655;9.63665;0.00526036;0.00547057;6.1138e-05;1.12165;96.0765;2489;2440;5000;
1990;-0.00990501;-0.184398;9.87766;10.15;0.0053502;0.00536059;-0.000169626;1.2084;101.316;2449;2503;5000;
2000;-0.0109789;-0.180659;10;9.90848;0.00557254;0.00521426;9.28335e-05;0;101.743;2458;2490;5000;
2010;-0.00456923;-0.176488;9.77381;9.88306;0.00606426;0.00505228;-3.28274e-05;2.21074;95.8331;2494;2463;5000;
2020;-0.00155965;-0.177829;10;9.80837;0.00553201;0.00470489;3.59855e-05;0;105.282;2438;2508;5000;
2030;-0.000477293;-0.178019;9.39174;9.92875;0.00544109;0.00423899;6.28369e-05;5.71265;100.121;2489;2455;5000;
2040;0.00317318;-0.181069;10;10.1568;0.00578456;0.00439127;2.30628e-05;0;102.347;2429;2527;5000;
2050;0.00250092;-0.180943;10;9.96825;0.00575784;0.00421025;0.000199069;0;101.269;2434;2512;5000;
2060;0.00205628;-0.182195;9.64006;9.9509;0.00596343;0.0045029;8.86069e-05;3.46982;101.471;2478;2464;5000;
2070;0.00276679;-0.184862;10;9.81897;0.00574908;0.00466065;-1.28155e-05;0;105.123;2458;2495;5000;
2080;0.0022905;-0.181581;10;9.85714;0.00542857;0.00438142;5.61088e-05;0;100.376;2457;2484;5000;
2090;0.00569186;-0.186706;9.88161;10.1541;0.00596164;0.00487607;-8.03104e-06;1.16988;103.058;2438;2504;5000;
2100;0.00367422;-0.190344;10;10.0919;0.00561809;0.00492563;-0.00014114;0;101.71;2417;2525;5000;
2110;0.00888764;-0.18621;9.68652;10.0613;0.00589131;0.00489026;7.30092e-05;3.03653;101.508;2460;2472;5000;
2120;0.00590242;-0.188116;9.76799;10.1099;0.00561484;0.00573009;-0.000192961;2.26627;104.709;2457;2484;5000;
2130;0.00215661;-0.185522;9.99207;10.1776;0.00569666;0.00577955;-0.000181327;0.0792079;103.077;2414;2521;5000;
2140;0.00580149;-0.185709;10;9.78815;0.00580634;0.00560118;7.88723e-06;0;100.073;2447;2495;5000;
2150;0.0101665;-0.194119;10;10.1764;0.00572121;0.00610061;0.000241109;0;100.45;2408;2538;5000;
2160;0.00597138;-0.192555;9.77938;9.72477;0.00587902;0.00617264;0.000161191;2.15751;98.0096;2498;2438;5000;
2170;-0.00464155;-0.191032;10;10.092;0.0062361;0.0058021;-0.000101811;0;109.072;2409;2523;5000;
2180;0.000502147;-0.195456;10;10;0.00658745;0.00571048;-8.67255e-05;0;107.784;2436;2505;5000;
2190;0.00536598;-0.193547;9.98828;10.4795;0.00675657;0.00571317;-5.39914e-05;0.11705;104.319;2381;2557;5000;
2200;0.00408453;-0.190927;10;10.04;0.00686108;0.00595915;0.000160235;0;100.999;2439;2509;5000;
2210;0.00415031;-0.193217;9.76362;9.73243;0.00735368;0.00613342;7.92577e-05;2.30791;94.2974;2476;2437;5000;
2220;0.00983962;-0.185783;10;9.98415;0.00691038;0.00578868;0.000262939;0;106.064;2426;2519;5000;
2230;0.00804156;-0.185947;10;10.0439;0.006933;0.00598245;5.56162e-05;0;103.671;2422;2516;5000;
2240;0.0051127;-0.186024;9.9054;10.203;0.00650432;0.0062271;-2.83682e-05;0.93705;104.059;2428;2513;5000;
2250;0.00346866;-0.175195;9.85401;9.58958;0.00714843;0.0055596;3.03493e-05;1.43854;93.9121;2506;2430;5000;
2260;-0.000430706;-0.176407;10;9.72093;0.00715609;0.00574297;-6.64347e-05;0;102.248;2443;2508;5000;
