generation;mean_p;mean_t;meanfrs;meanmrs;varp;vart;covpt;varfrs;varmrs;surviving_males;surviving_females;N;
126560;0.00637353;-0.152822;10;10.1853;0.00612652;0.00458744;-0.000147552;0;110.719;2429;2529;5000;
126570;0.0125273;-0.1566;10;10.1846;0.00642407;0.00468162;0.0001352;0;111.71;2361;2593;5000;
126580;0.0102478;-0.158539;9.89703;10.097;0.00646379;0.00527276;-0.000169509;1.0191;104.556;2446;2499;5000;
126590;0.0122525;-0.159509;9.96416;10.0522;0.00673784;0.0059415;-7.74647e-05;0.357138;100.64;2446;2502;5000;
126600;0.0147965;-0.16692;9.88128;10.097;0.00712671;0.00669793;7.11796e-05;1.17308;104.236;2434;2497;5000;
126610;0.0196882;-0.17024;9.69949;9.82598;0.0064861;0.00777722;-0.000268751;2.91483;96.975;2496;2453;5000;
126620;0.0157766;-0.169717;9.93966;9.82896;0.00638309;0.00666939;0.00011283;0.599738;100.886;2481;2471;5000;
126630;0.0121264;-0.176992;10;9.83846;0.0061913;0.00775184;-1.04537e-05;0;104.584;2448;2497;5000;
126640;0.0119332;-0.182355;9.98791;9.84512;0.00593889;0.007006;0.000116538;0.120724;96.8386;2466;2479;5000;
126650;0.0146038;-0.177841;10;9.7698;0.00593039;0.00700567;0.000140216;0;98.7765;2439;2504;5000;
126660;0.00536057;-0.181556;10;9.78507;0.00617041;0.00759451;5.255e-05;0;101.517;2433;2504;5000;
126670;0.0071137;-0.18588;10;10.0356;0.00625563;0.00796778;7.48791e-05;0;104.744;2402;2538;5000;
126680;0.00588946;-0.178278;10;10.257;0.00596705;0.00877721;0.000170679;0;108.93;2389;2554;5000;
126690;0.00122003;-0.180513;9.98396;9.9282;0.00543291;0.0088346;-4.40961e-05;0.160192;96.8437;2456;2489;5000;
126700;-0.00359437;-0.17909;10;10.1661;0.00584597;0.00856964;3.25075e-05;0;107.841;2366;2571;5000;
126710;-0.00173376;-0.168377;9.83064;10.1382;0.00551508;0.00763874;-0.000225759;1.6649;100.997;2462;2496;5000;
126720;-0.00128493;-0.161732;9.95187;9.89629;0.00512145;0.00763619;-0.000234881;0.479031;103.858;2473;2481;5000;
126730;-0.000832861;-0.16009;10;10.0317;0.00561343;0.00715678;-9.03067e-05;0;101.306;2423;2533;5000;
126740;-0.00960749;-0.164484;10;10.2615;0.00568066;0.00728201;0.000141108;0;104.397;2394;2551;5000;
126750;-0.0101652;-0.168495;9.70893;9.66292;0.00662634;0.00677257;-4.20768e-05;2.82596;99.0036;2522;2435;5000;
126760;-0.0170199;-0.164521;10;10.0159;0.00698429;0.0063957;-8.32406e-06;0;100.199;2430;2517;5000;
126770;-0.0117039;-0.165813;9.92463;10.0928;0.0070755;0.00677884;7.72773e-05;0.747989;99.83;2452;2502;5000;
126780;-0.00294313;-0.158513;9.84215;10.1135;0.00685498;0.00661799;-7.24934e-05;1.55361;101.204;2456;2494;5000;
126790;-0.000236138;-0.156535;10;10.1242;0.00747495;0.00673486;0.000152198;0;102.95;2421;2526;5000;
126800;0.00453471;-0.154091;9.91362;10.2935;0.00776025;0.00680953;-7.97337e-05;0.8563;105.907;2424;2525;5000;
126810;0.00217208;-0.152022;9.83833;10.1258;0.00845243;0.00658358;-4.79828e-05;1.59058;100.755;2466;2495;5000;
126820;0.0125189;-0.155489;10;9.91693;0.00810446;0.00701505;-1.34644e-05;0;99.7162;2432;2507;5000;
126830;0.0151744;-0.14601;10;10.2957;0.00813006;0.00626225;0.000134417;0;104.368;2430;2542;5000;
126840;0.0174308;-0.147153;10;9.72835;0.00742571;0.00641905;-0.000166055;0;96.186;2493;2471;5000;
126850;0.0125741;-0.146638;9.8846;9.98794;0.0073176;0.00681117;-9.33675e-05;1.14068;98.874;2472;2484;5000;
126860;0.0145429;-0.148471;9.51498;9.46834;0.00745547;0.0071201;5.47558e-05;4.61492;94.8878;2546;2413;5000;
126870;0.0222967;-0.147414;9.66041;9.57149;0.00739215;0.00701316;-1.305e-05;3.2806;95.9718;2533;2418;5000;
126880;0.0204716;-0.143792;9.83187;9.81215;0.00795684;0.00697825;0.000122465;1.65308;95.4483;2503;2456;5000;
126890;0.0162832;-0.140148;10;9.58561;0.00881891;0.00742237;-0.000128671;0;95.528;2500;2452;5000;
126900;0.0242646;-0.144236;9.58803;9.95468;0.00843161;0.00716275;0.000206319;3.94998;99.9155;2486;2467;5000;
126910;0.0214377;-0.144812;10;9.72102;0.00791352;0.00730209;-9.2611e-05;0;100.079;2485;2474;5000;
126920;0.0249309;-0.137903;9.98401;9.992;0.00776725;0.00663573;8.30289e-05;0.15968;106.362;2454;2497;5000;
126930;0.0277244;-0.137405;9.82957;10.0121;0.00724142;0.0067474;0.000231597;1.67527;99.0309;2476;2480;5000;
126940;0.0329314;-0.130997;9.94516;10.376;0.00731358;0.00631105;6.89268e-06;0.545367;110.852;2423;2539;5000;
126950;0.0391299;-0.13206;9.94357;9.79357;0.0072486;0.00686905;0.000155123;0.561104;102.617;2490;2467;5000;
126960;0.045853;-0.126437;9.94281;9.53762;0.00713743;0.00650232;9.88999e-05;0.568625;94.8489;2520;2434;5000;
126970;0.0401139;-0.12074;9.65423;10.0495;0.00753658;0.00614233;0.000184448;3.3381;96.9473;2473;2485;5000;
126980;0.0434357;-0.120869;9.91723;10.2152;0.00733145;0.00617423;-0.000101255;0.820898;103.933;2445;2516;5000;
126990;0.0411288;-0.122714;9.99594;9.71215;0.0075989;0.00639224;0.000145086;0.0405679;99.4834;2497;2463;5000;
127000;0.0368037;-0.132653;9.99593;9.65788;0.00738387;0.00672055;-0.000160858;0.0406835;94.4563;2510;2456;5000;
127010;0.0356824;-0.133787;9.68605;10.1405;0.00774408;0.00676031;-9.04713e-05;3.04097;98.8232;2464;2499;5000;
127020;0.0309774;-0.132737;10;9.82595;0.00771104;0.0059331;4.88351e-06;0;97.4381;2477;2484;5000;
127030;0.0344534;-0.134783;9.99201;10.016;0.00666001;0.00617482;3.51727e-05;0.0798403;105.647;2469;2501;5000;
127040;0.0322577;-0.123604;10;10.2952;0.00689455;0.00570068;-0.000148274;0;110.802;2380;2581;5000;
127050;0.0356554;-0.121721;10;9.74107;0.00577778;0.00597802;7.48794e-05;0;97.6183;2483;2483;5000;
127060;0.0363167;-0.121195;10;9.9683;0.00662724;0.00601873;0.000181997;0;101.742;2454;2516;5000;
127070;0.0343024;-0.115277;10;9.93716;0.00581785;0.00477016;9.70753e-05;0;104.002;2437;2530;5000;
127080;0.0359298;-0.118079;9.89641;9.9759;0.00564412;0.00486898;0.000103125;1.02513;98.393;2487;2484;5000;
127090;0.0431162;-0.121605;9.95171;9.833;0.00593069;0.00571754;5.4565e-05;0.480565;97.7057;2490;2473;5000;
127100;0.0400724;-0.124586;9.99596;9.81371;0.00572491;0.00634409;-0.000117069;0.0403551;98.9348;2497;2476;5000;
127110;0.0401147;-0.123379;9.85266;10.4957;0.00584189;0.00622752;-0.000107832;1.45173;99.2174;2411;2541;5000;
127120;0.0459141;-0.121261;10;9.75168;0.00539875;0.00592211;3.89853e-05;0;99.2288;2479;2474;5000;
127130;0.0389816;-0.118204;10;9.82276;0.00593133;0.00587937;-0.000220084;0;97.2904;2477;2494;5000;
127140;0.0382899;-0.120643;9.73726;9.71061;0.00598969;0.00601534;-9.49029e-05;2.55836;100.559;2521;2446;5000;
127150;0.0314903;-0.122422;9.98806;10.0844;0.00557605;0.00544958;2.61113e-05;0.119284;101.239;2459;2509;5000;
127160;0.0310502;-0.123243;9.50371;9.59443;0.00581009;0.00553566;5.54212e-05;4.71657;89.348;2532;2432;5000;
127170;0.0338694;-0.114268;10;9.71853;0.00552426;0.00516151;-0.000131639;0;99.4517;2483;2486;5000;
127180;0.0280511;-0.116235;9.62919;9.44623;0.00508063;0.00553934;-5.87356e-05;3.57063;93.6741;2561;2415;5000;
127190;0.0210799;-0.119336;10;10.1042;0.00447349;0.0055959;9.15229e-05;0;101.912;2453;2522;5000;
127200;0.0220786;-0.118995;10;10.2753;0.00436069;0.00528767;0.000178451;0;102.758;2438;2538;5000;
127210;0.0246717;-0.128027;9.94451;10.1292;0.0043957;0.00523272;4.87918e-05;0.551816;100.104;2452;2509;5000;
127220;0.0209753;-0.126058;9.94118;10.3469;0.00435621;0.0054677;-0.000132276;0.584775;106.125;2422;2535;5000;
127230;0.0189941;-0.130452;9.85335;10;0.00382861;0.00524398;-4.62365e-05;1.445;97.9411;2483;2486;5000;
127240;0.0201401;-0.131868;9.92038;10.0161;0.00381324;0.00597589;4.4746e-05;0.789839;99.5978;2486;2492;5000;
127250;0.0199404;-0.132586;10;9.73479;0.00377397;0.00577561;4.54985e-05;0;106.092;2472;2496;5000;
127260;0.0244358;-0.138625;9.93981;9.8764;0.00369691;0.0055009;9.99741e-05;0.598303;96.2766;2483;2477;5000;
127270;0.023666;-0.139219;10;10.1644;0.0037372;0.00494976;8.9542e-05;0;98.9706;2436;2535;5000;
127280;0.0236287;-0.135134;10;10.0562;0.00357159;0.00491398;0.000138267;0;97.4698;2451;2507;5000;
127290;0.0193419;-0.133402;10;10.0878;0.00376941;0.00520891;0.000159086;0;101.549;2439;2527;5000;
127300;0.0219974;-0.132555;10;9.7391;0.00398623;0.00511675;-0.0001012;0;98.4911;2470;2501;5000;
127310;0.0281242;-0.13197;10;9.81408;0.00398163;0.00552844;8.17744e-06;0;101.35;2480;2481;5000;
127320;0.0248843;-0.134205;10;10.1004;0.00387373;0.0054266;2.54505e-05;0;105.936;2438;2514;5000;
127330;0.0256614;-0.128569;10;9.8888;0.0040197;0.00503672;1.56045e-05;0;97.4459;2481;2490;5000;
127340;0.0260345;-0.135861;9.98778;9.62687;0.00420364;0.00489973;-4.52686e-05;0.1221;98.4075;2513;2451;5000;
127350;0.0334649;-0.14211;9.74753;9.85801;0.00424014;0.00482137;0.000113419;2.46092;94.5437;2497;2471;5000;
127360;0.0364882;-0.144406;10;10.0478;0.00411273;0.00494566;6.26421e-05;0;107.837;2448;2525;5000;
127370;0.0382192;-0.139052;10;10.0475;0.0040841;0.00462117;-2.07101e-05;0;104.074;2428;2539;5000;
127380;0.0372547;-0.145869;10;9.82657;0.0040176;0.00470003;3.89426e-05;0;101.192;2464;2493;5000;
127390;0.0396838;-0.145931;10;9.72441;0.00402678;0.00497095;9.90639e-05;0;101.971;2489;2470;5000;
127400;0.0317857;-0.147087;10;9.89277;0.00450358;0.0052552;2.66548e-05;0;108.527;2466;2491;5000;
127410;0.0254957;-0.148217;10;9.54916;0.00491157;0.00523978;7.81165e-05;0;95.7936;2498;2457;5000;
127420;0.0262392;-0.144314;9.89658;10.008;0.0047592;0.00546185;-0.000105994;1.02351;104.103;2463;2488;5000;
127430;0.0265337;-0.149039;10;10.3117;0.0049132;0.00584853;0.000254154;0;105.773;2412;2547;5000;
127440;0.0254104;-0.146937;9.62091;9.52686;0.00538061;0.00552208;-0.000179019;3.64719;94.0825;2542;2411;5000;
127450;0.0229168;-0.145526;9.59734;9.86896;0.00508373;0.00564045;-5.42887e-05;3.86445;98.7543;2507;2455;5000;
127460;0.0271254;-0.142506;10;9.93299;0.00496743;0.00540618;-9.60215e-05;0;101.73;2437;2520;5000;
127470;0.0189446;-0.144413;9.8994;9.78131;0.0049648;0.00565171;4.41147e-05;0.995915;98.3617;2509;2460;5000;
127480;0.019817;-0.143107;9.9161;9.93993;0.00503664;0.00503063;0.000231367;0.831954;97.9139;2478;2482;5000;
127490;0.0225201;-0.145103;9.88325;9.75755;0.00520209;0.00465092;0.000226011;1.15384;92.5088;2506;2455;5000;
127500;0.0186889;-0.147258;10;9.61313;0.0057392;0.00537602;-4.25555e-05;0;101.648;2500;2460;5000;
127510;0.0235071;-0.147922;10;10.2516;0.00577961;0.00575741;0.000220554;0;114.434;2373;2567;5000;
127520;0.0176151;-0.144712;10;10.287;0.00585731;0.00503696;0.00010219;0;101.979;2422;2545;5000;
127530;0.0215605;-0.135606;9.88124;10.0889;0.00596948;0.00535158;-7.52189e-08;1.17354;98.537;2462;2496;5000;
127540;0.022864;-0.129448;9.83568;10.2864;0.00589386;0.00488575;7.37855e-05;1.61619;99.9998;2443;2514;5000;
127550;0.0216172;-0.137179;9.75743;10.1596;0.00604697;0.00561197;2.5976e-05;2.36683;100.834;2457;2494;5000;
127560;0.0252025;-0.130047;9.82916;9.93959;0.00619143;0.00527924;-0.000134021;1.6792;100.077;2492;2474;5000;
127570;0.027656;-0.126175;10;10.2297;0.00647772;0.00484073;7.9104e-05;0;104.419;2430;2539;5000;
127580;0.0319764;-0.12948;10;9.67616;0.00634306;0.0047503;9.50766e-05;0;95.7593;2490;2480;5000;
127590;0.0264459;-0.132499;10;10.1408;0.00643773;0.00481119;7.67828e-05;0;104.365;2444;2521;5000;
127600;0.0243376;-0.140328;9.80151;9.89923;0.00618296;0.00525391;-1.65654e-05;1.94552;98.7807;2492;2469;5000;
127610;0.0194768;-0.140861;9.98813;10.2144;0.00567329;0.00548308;-2.88479e-05;0.11853;105.172;2426;2525;5000;
127620;0.0131454;-0.14077;10;10.2119;0.00539487;0.00515464;4.04279e-05;0;108.912;2402;2554;5000;
127630;0.0119407;-0.135674;10;10.2872;0.00500273;0.00523021;9.04611e-05;0;107.563;2416;2543;5000;
127640;0.00526211;-0.13451;9.75197;9.89837;0.00514247;0.00494334;-6.47986e-05;2.4188;98.8108;2494;2477;5000;
127650;0.00626932;-0.136039;10;10.0078;0.00527279;0.00496117;-0.000127574;0;104.855;2409;2556;5000;
127660;0.012221;-0.13813;9.81622;9.78374;0.00505544;0.00544001;-2.70205e-05;1.80402;96.7093;2510;2457;5000;
127670;0.00751168;-0.141874;9.9288;10.1537;0.00564384;0.00527372;0.000139654;0.706956;108.148;2459;2510;5000;
127680;0.0105049;-0.141174;9.81342;9.91536;0.00578063;0.00562905;9.45738e-05;1.83101;102.492;2489;2472;5000;
127690;0.00683984;-0.140207;10;10.0799;0.00584152;0.00595456;-1.36244e-05;0;105.749;2450;2522;5000;
127700;0.00783337;-0.145986;9.94088;10.2395;0.00625374;0.00589578;9.90189e-05;0.587754;103.759;2436;2522;5000;
127710;0.011202;-0.145382;10;10.0469;0.00641238;0.00613938;8.21058e-06;0;110.119;2399;2571;5000;
127720;0.00716307;-0.147108;9.89435;9.59039;0.00620947;0.00649572;0.000109083;1.04532;96.9571;2527;2435;5000;
127730;0.0168904;-0.138632;10;9.77025;0.00651246;0.00579226;-4.94442e-05;0;103.257;2458;2509;5000;
127740;0.0197945;-0.137946;9.89899;9.70297;0.00632296;0.0052571;-0.000136399;0.999898;98.3276;2491;2450;5000;
127750;0.0216147;-0.140421;9.97571;9.73913;0.00695283;0.00528781;0.000202703;0.242325;95.9003;2499;2464;5000;
127760;0.020163;-0.142727;10;9.57746;0.00684514;0.00541013;-1.71186e-06;0;93.7964;2513;2448;5000;
127770;0.023045;-0.14418;9.99602;10.0844;0.00707604;0.00625947;9.02307e-05;0.0398089;100.716;2443;2510;5000;
127780;0.0214847;-0.144569;9.73861;9.85455;0.00765881;0.00577996;-0.000259514;2.54554;99.8576;2497;2459;5000;
127790;0.0210429;-0.144368;9.93893;9.59513;0.00729547;0.00608048;-0.000224167;0.607019;100.347;2516;2441;5000;
127800;0.0233069;-0.144952;10;9.99202;0.00693536;0.00595862;7.45633e-05;0;99.8802;2465;2503;5000;
127810;0.0269011;-0.138139;9.9639;9.90826;0.00690474;0.00613594;0.000120461;0.359708;103.342;2473;2484;5000;
127820;0.0238681;-0.142299;10;10.1437;0.00692675;0.00592218;3.57601e-05;0;106.045;2419;2542;5000;
127830;0.0309437;-0.147263;10;10.2304;0.00716698;0.0061734;-4.11017e-05;0;102.978;2425;2531;5000;
127840;0.032063;-0.146404;10;9.93238;0.00647253;0.00669126;2.25568e-05;0;101.149;2470;2497;5000;
127850;0.0297793;-0.152196;9.95631;10.1007;0.00717471;0.00627448;8.34454e-05;0.434946;99.7884;2436;2507;5000;
127860;0.034585;-0.151991;9.87332;10.0808;0.00659576;0.0063981;-9.44552e-05;1.25078;102.419;2452;2494;5000;
127870;0.0204993;-0.148775;9.88446;9.96386;0.00615445;0.00696232;2.66616e-06;1.14203;100.039;2487;2481;5000;
127880;0.0206718;-0.143577;10;9.9682;0.00596559;0.00718259;3.60885e-05;0;99.9195;2451;2508;5000;
127890;0.022288;-0.142797;9.90669;10.4942;0.00572259;0.00743174;-9.27331e-05;0.924419;108.405;2400;2548;5000;
127900;0.0295574;-0.132679;10;10.0199;0.00551969;0.00662052;-0.000295774;0;100.757;2454;2513;5000;
127910;0.0346501;-0.131895;10;9.98415;0.00550741;0.00648023;-5.21255e-05;0;103.803;2448;2520;5000;
127920;0.0351825;-0.134547;10;9.95628;0.00546791;0.00568315;0.00013963;0;100.117;2457;2505;5000;
127930;0.0316742;-0.139226;10;10.2208;0.00579801;0.00544797;-0.000194326;0;109.827;2414;2546;5000;
127940;0.0305174;-0.147606;9.73589;9.65214;0.00595048;0.00571135;-0.000192161;2.5713;94.2013;2521;2433;5000;
127950;0.0325489;-0.145241;10;9.84945;0.00637702;0.00603532;3.22289e-05;0;97.1247;2459;2486;5000;
127960;0.0238213;-0.146316;10;9.8691;0.0061513;0.00567517;6.55381e-05;0;104.981;2458;2488;5000;
127970;0.022239;-0.137039;9.71747;9.72256;0.00671676;0.00594176;-4.16834e-05;2.74548;94.7763;2520;2442;5000;
127980;0.0250696;-0.130622;9.6483;9.92216;0.00707848;0.00642431;7.81399e-05;3.39331;100.158;2491;2469;5000;
127990;0.0317702;-0.140849;9.79108;9.69733;0.00717688;0.00752256;0.000102341;2.04555;98.8331;2513;2437;5000;
128000;0.0258581;-0.140278;10;9.83347;0.00684144;0.00697753;0.000211622;0;100.052;2467;2480;5000;
128010;0.0277377;-0.144091;9.99598;9.89256;0.00654853;0.00689006;0.000124622;0.0401929;100.307;2470;2486;5000;
128020;0.00965851;-0.152751;10;9.78457;0.00716808;0.00669205;0.000301902;0;101.755;2452;2498;5000;
128030;0.00947887;-0.147404;10;10.3366;0.00685815;0.00683735;-3.92413e-07;0;105.199;2406;2549;5000;
128040;0.010177;-0.147838;10;9.94458;0.00687379;0.00776392;0.000107342;0;104.827;2444;2512;5000;
128050;0.00573958;-0.14841;10;10.3487;0.00683288;0.00804449;3.55524e-05;0;102.149;2399;2552;5000;
128060;0.00286135;-0.14668;10;9.84202;0.00679849;0.00694794;-0.00012882;0;106.61;2453;2492;5000;
128070;0.000746086;-0.149183;10;10.2669;0.00635269;0.00680403;-7.38536e-05;0;100.778;2423;2539;5000;
128080;0.00565021;-0.140252;10;10.1353;0.00595371;0.00731538;-0.000296632;0;108.139;2410;2547;5000;
128090;0.00679713;-0.137815;9.81327;9.94764;0.00591857;0.00813766;0.000103956;1.83243;101.044;2484;2470;5000;
128100;0.0038206;-0.145547;10;10.3458;0.00587512;0.00787024;-3.91309e-05;0;106.193;2387;2573;5000;
128110;0.000464379;-0.151049;10;9.9603;0.00615705;0.00780017;0.000155009;0;104.723;2452;2509;5000;
128120;-0.00298389;-0.149241;9.91961;9.82484;0.00575301;0.00810985;7.77341e-05;0.797397;95.4311;2485;2468;5000;
128130;0.00140767;-0.146162;10;10.1462;0.00571792;0.0083265;-0.000165884;0;106.932;2384;2568;5000;
128140;0.00666635;-0.143593;10;9.83959;0.00556596;0.00801939;-9.37e-05;0;100.248;2446;2515;5000;
128150;0.00619526;-0.138343;9.95192;9.92013;0.00603868;0.00803542;0.000216877;0.478458;104.786;2467;2484;5000;
128160;0.00316034;-0.139514;9.80392;9.7601;0.00622797;0.00787378;-7.74806e-05;1.92234;99.1827;2511;2450;5000;
128170;0.00235097;-0.14665;10;9.64643;0.0061768;0.00819818;-0.000117073;0;99.4907;2461;2510;5000;
128180;0.00477436;-0.146388;9.90438;9.98394;0.00573411;0.00767719;6.98282e-05;0.947033;99.2769;2470;2486;5000;
128190;0.00664545;-0.157585;9.73811;9.54329;0.00540505;0.00808236;9.16199e-06;2.55027;95.4626;2528;2417;5000;
128200;0.00440562;-0.157532;10;9.91683;0.00517841;0.00794293;6.27448e-05;0;100.072;2441;2504;5000;
128210;0.0128682;-0.153656;10;10.0922;0.00501127;0.00790386;4.91308e-05;0;105.523;2436;2518;5000;
128220;0.011789;-0.149453;10;9.96051;0.00451644;0.00781662;-0.000230031;0;103.237;2431;2522;5000;
128230;0.00860177;-0.148069;10;10.221;0.00463541;0.00760817;-0.000217835;0;104.692;2408;2544;5000;
128240;0.00641798;-0.146236;10;9.87286;0.00469501;0.00762511;0.000272677;0;97.0836;2476;2485;5000;
128250;0.00573722;-0.136665;9.8099;9.96364;0.00446689;0.00822775;-4.2598e-06;1.86485;98.4633;2483;2477;5000;
128260;0.00847017;-0.132612;10;9.98027;0.00430004;0.00793644;2.71058e-05;0;100.197;2434;2529;5000;
128270;0.00911723;-0.125631;10;9.90142;0.00406755;0.00762817;-7.93475e-06;0;98.3736;2454;2511;5000;
128280;0.00232436;-0.127983;9.9563;10.0926;0.00395643;0.00767847;-1.40311e-07;0.435118;107.16;2466;2506;5000;
128290;0.00345835;-0.122629;9.87215;9.89588;0.00412436;0.00747845;-1.79505e-05;1.26212;102.512;2497;2471;5000;
128300;0.00427039;-0.119858;10;10.0834;0.00375741;0.00725991;-0.00010033;0;101.105;2438;2538;5000;
128310;0.00378365;-0.115488;9.89311;10.1011;0.00426586;0.00760386;2.42181e-05;1.05746;101.809;2472;2499;5000;
128320;0.00439;-0.122898;9.75216;9.91456;0.00453628;0.00758219;-0.000135501;2.41694;102.718;2492;2479;5000;
128330;-0.00341491;-0.118903;9.94371;9.84083;0.00422626;0.0071165;2.94233e-05;0.559758;96.9106;2498;2473;5000;
128340;-0.00434214;-0.130419;10;9.95219;0.00433349;0.00793555;-7.42566e-05;0;102.707;2470;2498;5000;
128350;-0.0032706;-0.135717;9.7098;9.94694;0.00421467;0.00750307;-6.14553e-05;2.81775;100.201;2486;2476;5000;
128360;-0.00260479;-0.135896;10;10.1734;0.00421614;0.00783734;0.000252599;0;107.026;2437;2523;5000;
128370;0.000696074;-0.139516;9.98804;10.0522;0.00464032;0.0074324;0.000224296;0.119474;103.89;2463;2505;5000;
128380;0.00220412;-0.129059;9.42233;9.48728;0.00467426;0.00733331;2.27757e-05;5.44303;93.2974;2538;2414;5000;
128390;0.0035147;-0.128778;10;9.76359;0.0051573;0.00805574;4.57508e-05;0;100.102;2491;2478;5000;
128400;0.00108008;-0.126199;10;10.3496;0.00489936;0.0078188;-0.00016723;0;111.042;2359;2605;5000;
128410;-0.000958659;-0.122143;9.69795;9.45173;0.00518576;0.00769203;2.14505e-05;2.9293;96.4018;2551;2408;5000;
128420;-0.00356047;-0.12788;9.71992;9.88235;0.00529845;0.0080449;0.000190259;2.72234;98.2823;2501;2464;5000;
128430;-0.00274849;-0.129953;10;9.80253;0.00506243;0.00832257;-9.682e-05;0;99.882;2481;2482;5000;
128440;-0.00403823;-0.133399;10;10.0998;0.00479883;0.00820144;-3.26768e-05;0;101.267;2433;2530;5000;
128450;-0.00488376;-0.133191;10;9.80769;0.00512368;0.00797767;-5.01443e-05;0;105.026;2452;2499;5000;
128460;-0.00462267;-0.130709;9.80096;9.83923;0.00510748;0.00791276;-9.30145e-05;1.95083;98.0449;2507;2462;5000;
128470;0.00133158;-0.128982;10;9.96074;0.00475548;0.00837128;3.39467e-05;0;101.059;2434;2537;5000;
128480;0.00187659;-0.13155;9.95659;10.2311;0.00508564;0.00811698;-3.10366e-05;0.432212;104.853;2439;2523;5000;
128490;0.00206724;-0.131635;9.80167;9.91932;0.00525545;0.0068708;-3.62994e-05;1.944;98.0169;2491;2471;5000;
128500;0.00652759;-0.125382;10;9.96823;0.00548476;0.0067988;1.33662e-05;0;105.4;2453;2510;5000;
128510;0.00693212;-0.127533;9.62602;9.95479;0.00549482;0.00618946;-0.000130991;3.59991;103.533;2483;2471;5000;
128520;0.00466138;-0.129189;9.81185;9.79217;0.00546203;0.00599367;3.00535e-05;1.8461;96.1998;2503;2451;5000;
128530;0.000200414;-0.117448;9.82991;10;0.00567846;0.00585755;-0.000144031;1.67202;99.5146;2485;2485;5000;
128540;0.00212913;-0.119159;9.98803;10.0441;0.00608201;0.00581147;4.86291e-05;0.119522;102.966;2466;2504;5000;
128550;0.00191128;-0.122003;10;10.1894;0.00604192;0.00562856;0.000127143;0;108.707;2437;2529;5000;
128560;0.00137164;-0.124423;10;9.60968;0.00600731;0.00568145;-8.39706e-05;0;95.7103;2496;2462;5000;
128570;0.00339029;-0.124462;9.70939;9.61013;0.0058343;0.00654644;9.49137e-05;2.8216;96.1101;2528;2439;5000;
128580;0.00554151;-0.125289;10;10.107;0.00576663;0.00601332;-3.98341e-05;0;103.356;2403;2551;5000;
128590;0.0015606;-0.120626;10;9.90618;0.00538721;0.00527699;-8.6527e-06;0;102.337;2433;2534;5000;
128600;0.00298197;-0.119777;9.82311;10.1221;0.00515284;0.00534504;-1.77943e-05;1.73758;102.102;2469;2499;5000;
128610;0.0101144;-0.119824;9.95232;10.0886;0.00528819;0.00640726;-7.07822e-05;0.474485;104.463;2460;2505;5000;
128620;0.00830843;-0.120146;9.87565;9.8205;0.00550702;0.00695995;0.000173463;1.22802;96.9363;2496;2462;5000;
128630;0.00639795;-0.126757;9.72408;9.84572;0.00505996;0.00704055;-0.000259013;2.68303;98.1492;2506;2467;5000;
128640;0.00644565;-0.131313;9.97164;9.71959;0.00461562;0.00703915;-8.24348e-07;0.282826;98.855;2508;2461;5000;
128650;0.0113611;-0.134498;9.88933;10.1296;0.0045554;0.00668093;0.000118077;1.09447;100.874;2453;2502;5000;
128660;0.00298361;-0.132962;10;9.91677;0.00447219;0.00681781;-3.14947e-05;0;94.999;2463;2502;5000;
128670;0.00159914;-0.134464;9.93636;10.0483;0.00391444;0.00601268;9.36519e-05;0.632385;99.9172;2473;2498;5000;
128680;0.00112764;-0.128011;10;9.79422;0.00413762;0.00586646;4.01343e-05;0;99.0475;2483;2475;5000;
128690;0.00357545;-0.1344;10;9.6946;0.00413098;0.00581781;4.05455e-05;0;101.316;2490;2476;5000;
128700;0.00275426;-0.137302;10;9.73985;0.00368463;0.00595923;-6.32194e-05;0;103.44;2495;2471;5000;
128710;-0.00153767;-0.136625;9.62145;9.65909;0.00352672;0.00575708;2.27405e-05;3.64219;101.751;2528;2440;5000;
128720;-0.00253529;-0.141942;10;9.99204;0.00323711;0.00586724;-1.18585e-05;0;102.35;2447;2509;5000;
128730;-0.0042622;-0.145077;10;9.7447;0.00307198;0.00602781;-6.0874e-05;0;97.2247;2479;2481;5000;
128740;-0.00813051;-0.152337;9.87595;9.86805;0.00369286;0.00619995;6.86022e-05;1.22511;100.222;2494;2468;5000;
128750;-0.0135124;-0.155266;9.98396;9.93615;0.00369039;0.00612335;-8.98738e-05;0.160128;100.555;2472;2490;5000;
128760;-0.0155889;-0.156449;9.87884;9.69097;0.00374933;0.00637914;4.95555e-05;1.19695;97.6066;2505;2446;5000;
128770;-0.0141744;-0.15284;10;9.89699;0.00387029;0.00675904;4.34909e-05;0;104.902;2450;2498;5000;
128780;-0.0131771;-0.148206;9.88585;9.52101;0.00386853;0.00693294;-0.00010029;1.12843;92.8997;2538;2425;5000;
128790;-0.0138064;-0.143718;10;10.2056;0.00434462;0.00699614;9.72481e-05;0;108.422;2436;2532;5000;
128800;-0.017301;-0.148297;9.72973;10.0409;0.004333;0.00661372;-9.36136e-05;2.62966;102.328;2477;2484;5000;
128810;-0.0193065;-0.154477;9.85129;9.75717;0.00479746;0.00647782;7.33987e-05;1.46502;103.245;2500;2451;5000;
128820;-0.0181191;-0.153131;9.86006;9.86795;0.00518492;0.00642391;6.86833e-06;1.37986;98.3019;2481;2466;5000;
